branch,minor,date
4.1,27,2018-03-15 10:54:38+01:00
4.1,270,2022-03-08 19:01:59+01:00
4.1,271,2022-03-11 10:13:34+01:00
4.1,272,2022-03-16 12:57:09+01:00
4.1,273,2022-03-23 09:01:35+01:00
4.1,274,2022-03-28 08:22:27+02:00
4.1,275,2022-04-02 12:41:10+02:00
4.1,276,2022-04-20 09:08:33+02:00
4.1,277,2022-04-27 13:15:32+02:00
4.1,278,2022-05-12 12:17:11+02:00
4.1,279,2022-05-15 19:40:27+02:00
4.1,28,2018-03-19 08:42:57+01:00
4.1,280,2022-05-18 09:18:09+02:00
4.1,281,2022-05-25 08:41:22+02:00
4.1,282,2022-06-06 08:20:58+02:00
4.1,283,2022-06-14 16:54:02+02:00
4.1,284,2022-06-16 13:01:55+02:00
4.1,285,2022-06-25 11:46:46+02:00
4.1,286,2022-07-02 16:18:11+02:00
4.1,287,2022-07-07 17:31:18+02:00
4.1,288,2022-07-12 16:27:29+02:00
4.1,289,2022-07-21 20:42:48+02:00
4.1,29,2018-03-21 12:06:45+01:00
4.1,290,2022-07-29 17:06:53+02:00
4.1,291,2022-08-25 11:11:37+02:00
4.1,292,2022-09-05 10:25:07+02:00
4.1,293,2022-09-15 12:23:53+02:00
4.1,294,2022-09-20 11:51:31+02:00
4.1,295,2022-09-28 10:56:52+02:00
4.1,296,2022-10-26 13:17:14+02:00
4.1,297,2022-11-01 19:14:46+01:00
4.1,298,2022-11-03 23:50:57+09:00
4.1,299,2022-11-10 15:47:24+01:00
4.1,3,2017-11-30 08:41:00+00:00
4.1,30,2018-03-24 11:01:30+01:00
4.1,300,2022-11-25 17:36:55+01:00
4.1,301,2022-12-08 11:16:34+01:00
4.1,302,2022-12-14 11:26:16+01:00
4.1,303,2023-01-18 09:26:44+01:00
4.1,304,2023-01-24 07:05:20+01:00
4.1,305,2023-02-06 07:46:35+01:00
4.1,306,2023-02-22 12:46:07+01:00
4.1,307,2023-02-25 11:50:31+01:00
4.1,308,2023-03-11 16:26:55+01:00
4.1,309,2023-03-13 10:16:27+01:00
4.1,31,2018-03-28 18:24:51+02:00
4.1,310,2023-03-17 08:30:38+01:00
4.1,311,2023-03-22 13:26:16+01:00
4.1,312,2023-04-05 11:14:22+02:00
4.1,313,2023-04-20 12:02:12+02:00
4.1,314,2023-04-26 11:18:58+02:00
4.1,315,2023-05-17 11:11:52+02:00
4.1,316,2023-05-30 12:38:39+01:00
4.1,317,2023-06-09 10:22:55+02:00
4.1,318,2023-06-14 10:35:27+02:00
4.1,319,2023-06-21 15:38:59+02:00
4.1,32,2018-03-31 18:10:43+02:00
4.1,320,2023-06-28 10:14:22+02:00
4.1,321,2023-08-08 19:48:26+02:00
4.1,322,2023-08-11 11:33:57+02:00
4.1,323,2023-08-16 18:10:55+02:00
4.1,324,2023-08-30 16:35:16+02:00
4.1,325,2023-09-02 09:21:33+02:00
4.1,326,2023-09-23 10:47:06+02:00
4.1,327,2023-10-10 21:43:42+02:00
4.1,328,2023-10-25 11:13:33+02:00
4.1,329,2023-11-08 11:21:10+01:00
4.1,33,2018-04-08 14:26:34+02:00
4.1,330,2023-11-20 10:27:36+01:00
4.1,331,2023-11-28 16:45:46+00:00
4.1,332,2023-12-08 08:42:00+01:00
4.1,333,2023-12-13 16:46:18+01:00
4.1,334,2023-12-20 15:32:39+01:00
4.1,335,2024-01-08 11:25:05+01:00
4.1,336,2024-01-10 14:45:41+01:00
4.1,34,2018-04-12 12:32:27+02:00
4.1,35,2018-04-19 08:56:21+02:00
4.1,36,2018-04-24 09:36:40+02:00
4.1,37,2018-04-26 11:02:22+02:00
4.1,38,2018-04-29 11:33:18+02:00
4.1,39,2018-05-01 12:58:27-07:00
4.1,4,2017-12-05 11:26:38+01:00
4.1,40,2018-05-09 09:51:56+02:00
4.1,41,2018-05-16 10:10:32+02:00
4.1,42,2018-05-19 10:20:27+02:00
4.1,43,2018-05-22 18:54:07+02:00
4.1,44,2018-05-25 16:18:02+02:00
4.1,45,2018-05-30 07:52:42+02:00
4.1,46,2018-05-30 12:19:59+02:00
4.1,47,2018-05-30 22:32:31+02:00
4.1,48,2018-06-05 11:42:00+02:00
4.1,49,2018-06-11 22:49:22+02:00
4.1,5,2017-12-10 13:40:45+01:00
4.1,50,2018-06-16 09:45:18+02:00
4.1,51,2018-06-21 04:03:02+09:00
4.1,52,2018-06-26 08:06:33+08:00
4.1,53,2018-07-03 11:25:05+02:00
4.1,54,2018-07-08 15:30:53+02:00
4.1,55,2018-07-11 16:29:25+02:00
4.1,56,2018-07-17 11:39:34+02:00
4.1,57,2018-07-22 14:28:52+02:00
4.1,58,2018-07-25 11:25:11+02:00
4.1,59,2018-07-28 07:55:45+02:00
4.1,6,2017-12-14 09:53:15+01:00
4.1,60,2018-08-03 07:50:45+02:00
4.1,61,2018-08-06 16:20:52+02:00
4.1,62,2018-08-09 12:16:40+02:00
4.1,63,2018-08-15 18:13:02+02:00
4.1,64,2018-08-17 21:01:12+02:00
4.1,65,2018-08-18 10:48:00+02:00
4.1,66,2018-08-22 07:46:11+02:00
4.1,67,2018-08-24 13:09:23+02:00
4.1,68,2018-09-05 09:26:42+02:00
4.1,69,2018-09-09 19:56:02+02:00
4.1,7,2017-12-17 15:08:14+01:00
4.1,70,2018-09-15 09:45:37+02:00
4.1,71,2018-09-19 22:43:49+02:00
4.1,72,2018-09-26 08:38:16+02:00
4.1,73,2018-09-29 03:06:07-07:00
4.1,74,2018-10-03 17:01:00-07:00
4.1,75,2018-10-10 08:54:28+02:00
4.1,76,2018-10-13 09:27:30+02:00
4.1,77,2018-10-18 09:16:28+02:00
4.1,78,2018-10-20 09:48:54+02:00
4.1,79,2018-11-04 14:52:51+01:00
4.1,8,2017-12-20 10:10:38+01:00
4.1,80,2018-11-10 07:48:36-08:00
4.1,81,2018-11-13 11:15:18-08:00
4.1,82,2018-11-21 09:24:18+01:00
4.1,83,2018-11-23 08:19:27+01:00
4.1,84,2018-11-27 16:10:52+01:00
4.1,85,2018-12-01 09:43:00+01:00
4.1,86,2018-12-05 19:41:27+01:00
4.1,87,2018-12-08 13:03:41+01:00
4.1,88,2018-12-13 09:18:54+01:00
4.1,89,2018-12-17 09:28:56+01:00
4.1,9,2017-12-25 14:26:48+01:00
4.1,90,2018-12-21 14:13:19+01:00
4.1,91,2018-12-29 13:39:11+01:00
4.1,92,2019-01-09 17:14:53+01:00
4.1,93,2019-01-13 10:01:07+01:00
4.1,94,2019-01-16 22:07:13+01:00
4.1,95,2019-01-23 08:09:52+01:00
4.1,96,2019-01-26 09:37:07+01:00
4.1,97,2019-01-31 08:13:48+01:00
4.1,98,2019-02-06 17:31:37+01:00
4.1,99,2019-02-12 19:46:14+01:00
4.1,1,2018-02-03 17:58:44+01:00
4.1,10,2018-03-15 10:57:00+01:00
4.1,11,2018-03-19 09:10:00+01:00
4.1,12,2018-03-21 12:05:48+01:00
4.1,13,2018-03-24 11:02:53+01:00
4.1,14,2018-03-28 18:23:05+02:00
4.1,15,2018-03-31 18:05:46+02:00
4.1,16,2018-04-08 14:27:40+02:00
4.1,17,2018-04-12 12:31:21+02:00
4.1,18,2018-04-19 08:55:13+02:00
4.1,2,2018-02-07 11:14:15-08:00
4.1,3,2018-02-12 07:07:23+01:00
4.1,4,2018-02-16 20:07:01+01:00
4.1,5,2018-02-22 15:40:12+01:00
4.1,6,2018-02-25 11:15:44+01:00
4.1,7,2018-02-28 10:21:39+01:00
4.1,8,2018-03-08 22:47:50-08:00
4.1,9,2018-03-11 16:25:15+01:00
4.1,1,2018-04-08 14:29:52+02:00
4.1,10,2018-05-19 10:19:37+02:00
4.1,11,2018-05-22 18:56:31+02:00
4.1,12,2018-05-25 16:46:20+02:00
4.1,13,2018-05-30 08:17:45+02:00
4.1,14,2018-06-05 11:46:14+02:00
4.1,15,2018-06-11 22:48:19+02:00
4.1,16,2018-06-16 09:43:46+02:00
4.1,17,2018-06-21 04:01:47+09:00
4.1,18,2018-06-26 07:54:07+08:00
4.1,2,2018-04-12 12:30:01+02:00
4.1,3,2018-04-19 08:54:12+02:00
4.1,4,2018-04-24 09:43:11+02:00
4.1,5,2018-04-26 11:00:39+02:00
4.1,6,2018-04-29 11:35:52+02:00
4.1,7,2018-05-01 12:47:31-07:00
4.1,8,2018-05-09 09:53:14+02:00
4.1,9,2018-05-16 10:12:36+02:00
4.1,1,2018-06-11 22:43:19+02:00
4.1,10,2018-07-25 11:26:13+02:00
4.1,11,2018-07-28 07:57:19+02:00
4.1,12,2018-08-03 07:48:07+02:00
4.1,13,2018-08-06 16:18:22+02:00
4.1,14,2018-08-09 12:15:13+02:00
4.1,15,2018-08-15 18:11:09+02:00
4.1,16,2018-08-17 21:02:45+02:00
4.1,17,2018-08-18 10:48:41+02:00
4.1,18,2018-08-22 07:44:57+02:00
4.1,19,2018-08-24 13:07:17+02:00
4.1,2,2018-06-16 09:18:24+02:00
4.1,3,2018-06-26 07:51:32+08:00
4.1,4,2018-07-03 11:27:13+02:00
4.1,5,2018-07-08 15:32:21+02:00
4.1,6,2018-07-11 16:31:35+02:00
4.1,7,2018-07-17 11:48:36+02:00
4.1,8,2018-07-18 07:56:38+02:00
4.1,9,2018-07-22 15:16:09+02:00
4.1,1,2018-08-15 17:37:34+02:00
4.1,10,2018-09-26 08:39:43+02:00
4.1,11,2018-09-29 02:56:03-07:00
4.1,12,2018-10-03 16:59:28-07:00
4.1,13,2018-10-10 08:56:08+02:00
4.1,14,2018-10-13 09:33:17+02:00
4.1,15,2018-10-18 09:18:20+02:00
4.1,16,2018-10-20 09:47:10+02:00
4.1,17,2018-11-04 14:51:56+01:00
4.1,18,2018-11-10 07:49:48-08:00
4.1,19,2018-11-13 11:12:59-08:00
4.1,2,2018-08-17 21:03:49+02:00
4.1,20,2018-11-21 09:22:14+01:00
4.1,3,2018-08-18 10:49:36+02:00
4.1,4,2018-08-22 07:43:44+02:00
4.1,5,2018-08-24 13:04:51+02:00
4.1,6,2018-09-05 09:29:56+02:00
4.1,7,2018-09-09 10:32:43+02:00
4.1,8,2018-09-15 09:47:02+02:00
4.1,9,2018-09-19 22:41:37+02:00
4.1,0,2018-10-22 07:37:37+01:00
4.1,1,2018-11-04 14:50:54+01:00
4.1,10,2018-12-17 09:24:42+01:00
4.1,100,2020-01-29 16:43:27+01:00
4.1,101,2020-02-01 09:37:12+00:00
4.1,102,2020-02-05 14:43:55+00:00
4.1,103,2020-02-11 04:34:19-08:00
4.1,104,2020-02-14 16:33:28-05:00
4.1,105,2020-02-19 19:51:59+01:00
4.1,106,2020-02-24 08:34:54+01:00
4.1,107,2020-02-28 16:39:01+01:00
4.1,108,2020-03-05 16:42:23+01:00
4.1,109,2020-03-11 14:15:13+01:00
4.1,11,2018-12-19 19:19:54+01:00
4.1,110,2020-03-16 09:52:03+01:00
4.1,111,2020-03-18 07:14:26+01:00
4.1,112,2020-03-20 11:56:00+01:00
4.1,113,2020-03-25 08:06:15+01:00
4.1,114,2020-04-02 15:28:25+02:00
4.1,115,2020-04-13 10:45:17+02:00
4.1,116,2020-04-17 10:48:55+02:00
4.1,117,2020-04-21 09:03:13+02:00
4.1,118,2020-04-23 10:30:24+02:00
4.1,119,2020-04-29 16:31:35+02:00
4.1,12,2018-12-21 14:15:25+01:00
4.1,120,2020-05-02 17:26:01+02:00
4.1,121,2020-05-06 08:13:35+02:00
4.1,122,2020-05-10 10:30:13+02:00
4.1,123,2020-05-14 07:57:23+02:00
4.1,124,2020-05-20 08:18:54+02:00
4.1,125,2020-05-27 17:37:46+02:00
4.1,126,2020-06-03 08:19:49+02:00
4.1,127,2020-06-07 13:17:57+02:00
4.1,128,2020-06-10 21:35:02+02:00
4.1,129,2020-06-22 09:05:30+02:00
4.1,13,2018-12-29 13:37:59+01:00
4.1,130,2020-06-25 15:33:11+02:00
4.1,131,2020-06-30 23:20:17-04:00
4.1,132,2020-07-09 09:37:13+02:00
4.1,133,2020-07-16 08:17:28+02:00
4.1,134,2020-07-22 09:32:14+02:00
4.1,135,2020-07-29 10:16:59+02:00
4.1,136,2020-07-31 18:37:49+02:00
4.1,137,2020-08-05 10:06:06+02:00
4.1,138,2020-08-07 09:36:21+02:00
4.1,139,2020-08-11 15:32:36+02:00
4.1,14,2019-01-09 17:38:50+01:00
4.1,140,2020-08-19 08:15:08+02:00
4.1,141,2020-08-21 11:05:39+02:00
4.1,142,2020-08-26 10:31:07+02:00
4.1,143,2020-09-03 11:24:31+02:00
4.1,144,2020-09-09 19:04:32+02:00
4.1,145,2020-09-12 13:40:23+02:00
4.1,146,2020-09-17 13:45:31+02:00
4.1,147,2020-09-23 12:11:02+02:00
4.1,148,2020-09-26 18:01:33+02:00
4.1,149,2020-10-01 13:14:54+02:00
4.1,15,2019-01-13 09:51:11+01:00
4.1,150,2020-10-07 08:00:09+02:00
4.1,151,2020-10-14 10:31:27+02:00
4.1,152,2020-10-17 10:12:58+02:00
4.1,153,2020-10-29 09:55:18+01:00
4.1,154,2020-10-30 10:38:33+01:00
4.1,155,2020-11-05 11:08:56+01:00
4.1,156,2020-11-10 12:36:02+01:00
4.1,157,2020-11-10 21:11:27+01:00
4.1,158,2020-11-18 19:18:53+01:00
4.1,159,2020-11-22 10:02:27+01:00
4.1,16,2019-01-16 22:04:38+01:00
4.1,160,2020-11-24 13:27:27+01:00
4.1,161,2020-12-02 08:48:14+01:00
4.1,162,2020-12-08 10:18:55+01:00
4.1,163,2020-12-11 13:25:04+01:00
4.1,164,2020-12-30 11:26:18+01:00
4.1,165,2021-01-06 14:45:02+01:00
4.1,166,2021-01-09 13:43:48+01:00
4.1,167,2021-01-12 20:10:25+01:00
4.1,168,2021-01-17 14:04:23+01:00
4.1,169,2021-01-19 18:22:39+01:00
4.1,17,2019-01-22 21:40:38+01:00
4.1,170,2021-01-23 15:49:57+01:00
4.1,171,2021-01-27 11:05:44+01:00
4.1,172,2021-01-30 13:32:13+01:00
4.1,173,2021-02-03 23:23:27+01:00
4.1,174,2021-02-07 14:48:38+01:00
4.1,175,2021-02-10 09:21:09+01:00
4.1,176,2021-02-13 13:51:16+01:00
4.1,177,2021-02-23 15:01:00+01:00
4.1,178,2021-03-04 09:40:00+01:00
4.1,179,2021-03-07 12:19:02+01:00
4.1,18,2019-01-26 09:32:45+01:00
4.1,180,2021-03-11 14:05:02+01:00
4.1,181,2021-03-17 16:43:52+01:00
4.1,182,2021-03-20 10:38:35+01:00
4.1,183,2021-03-24 11:07:39+01:00
4.1,184,2021-03-30 14:37:03+02:00
4.1,185,2021-04-07 12:48:52+02:00
4.1,186,2021-04-10 13:21:19+02:00
4.1,187,2021-04-14 08:22:37+02:00
4.1,188,2021-04-16 11:49:31+02:00
4.1,189,2021-04-28 13:16:53+02:00
4.1,19,2019-01-31 08:14:42+01:00
4.1,190,2021-05-07 10:49:26+02:00
4.1,191,2021-05-22 10:59:50+02:00
4.1,192,2021-05-26 11:48:36+02:00
4.1,193,2021-06-03 08:38:13+02:00
4.1,194,2021-06-10 13:24:09+02:00
4.1,195,2021-06-16 11:55:02+02:00
4.1,196,2021-06-30 09:18:40-04:00
4.1,197,2021-07-11 12:49:32+02:00
4.1,198,2021-07-20 16:16:16+02:00
4.1,199,2021-07-28 11:13:52+02:00
4.1,2,2018-11-13 11:09:00-08:00
4.1,20,2019-02-06 17:30:16+01:00
4.1,200,2021-07-31 08:22:38+02:00
4.1,201,2021-08-04 12:23:47+02:00
4.1,202,2021-08-08 08:54:30+02:00
4.1,203,2021-08-12 13:19:45+02:00
4.1,204,2021-08-15 13:05:05+02:00
4.1,205,2021-08-26 08:56:20-04:00
4.1,206,2021-09-03 09:58:03+02:00
4.1,207,2021-09-22 11:48:14+02:00
4.1,208,2021-09-26 13:39:49+02:00
4.1,209,2021-10-06 15:31:28+02:00
4.1,21,2019-02-12 19:47:27+01:00
4.1,210,2021-10-09 14:11:04+02:00
4.1,211,2021-10-13 10:10:52+02:00
4.1,212,2021-10-17 10:19:49+02:00
4.1,213,2021-10-20 11:23:05+02:00
4.1,214,2021-10-27 09:53:15+02:00
4.1,215,2021-11-02 18:26:46+01:00
4.1,216,2021-11-06 13:58:45+01:00
4.1,217,2021-11-12 14:40:52+01:00
4.1,218,2021-11-26 11:36:25+01:00
4.1,219,2021-12-01 09:27:44+01:00
4.1,22,2019-02-15 08:10:13+01:00
4.1,220,2021-12-08 08:50:15+01:00
4.1,221,2021-12-14 10:18:10+01:00
4.1,222,2021-12-22 09:19:05+01:00
4.1,223,2021-12-29 12:20:49+01:00
4.1,224,2022-01-05 12:35:00+01:00
4.1,225,2022-01-11 13:58:50+01:00
4.1,226,2022-01-27 09:04:34+01:00
4.1,227,2022-01-29 10:19:19+01:00
4.1,228,2022-02-08 18:23:19+01:00
4.1,229,2022-02-11 08:44:59+01:00
4.1,23,2019-02-15 09:09:54+01:00
4.1,230,2022-02-16 12:51:47+01:00
4.1,231,2022-02-23 11:58:42+01:00
4.1,232,2022-03-02 11:38:19+01:00
4.1,233,2022-03-08 19:04:10+01:00
4.1,234,2022-03-11 10:15:13+01:00
4.1,235,2022-03-16 13:20:28+01:00
4.1,236,2022-03-23 09:10:45+01:00
4.1,237,2022-03-28 08:41:44+02:00
4.1,238,2022-04-15 14:15:08+02:00
4.1,239,2022-04-20 09:12:51+02:00
4.1,24,2019-02-20 10:25:50+01:00
4.1,240,2022-04-27 13:39:46+02:00
4.1,241,2022-05-01 17:00:38+02:00
4.1,242,2022-05-12 12:20:26+02:00
4.1,243,2022-05-15 19:41:59+02:00
4.1,244,2022-05-18 09:42:50+02:00
4.1,245,2022-05-25 09:10:41+02:00
4.1,246,2022-06-06 08:24:22+02:00
4.1,247,2022-06-14 16:59:40+02:00
4.1,248,2022-06-16 13:18:53+02:00
4.1,249,2022-06-25 11:49:18+02:00
4.1,25,2019-02-23 09:07:27+01:00
4.1,250,2022-07-02 16:27:40+02:00
4.1,251,2022-07-07 17:35:12+02:00
4.1,252,2022-07-12 16:29:04+02:00
4.1,253,2022-07-21 21:09:34+02:00
4.1,254,2022-07-29 17:10:38+02:00
4.1,255,2022-08-11 12:48:42+02:00
4.1,256,2022-08-25 11:15:49+02:00
4.1,257,2022-09-05 10:26:35+02:00
4.1,258,2022-09-15 12:17:06+02:00
4.1,259,2022-09-20 12:26:49+02:00
4.1,26,2019-02-27 10:09:03+01:00
4.1,260,2022-09-28 11:02:58+02:00
4.1,261,2022-10-05 10:36:46+02:00
4.1,262,2022-10-26 13:19:43+02:00
4.1,263,2022-11-01 19:05:41+01:00
4.1,264,2022-11-03 23:52:34+09:00
4.1,265,2022-11-10 17:46:56+01:00
4.1,266,2022-11-23 07:53:47+01:00
4.1,267,2022-11-25 17:40:30+01:00
4.1,268,2022-12-08 11:18:35+01:00
4.1,269,2022-12-14 11:28:31+01:00
4.1,27,2019-03-05 17:58:54+01:00
4.1,270,2023-01-18 11:30:57+01:00
4.1,271,2023-01-24 07:11:51+01:00
4.1,272,2023-02-06 07:49:46+01:00
4.1,273,2023-02-22 12:47:22+01:00
4.1,274,2023-02-25 11:51:51+01:00
4.1,275,2023-03-03 11:40:08+01:00
4.1,276,2023-03-11 16:32:03+01:00
4.1,277,2023-03-13 10:17:16+01:00
4.1,278,2023-03-17 08:31:44+01:00
4.1,279,2023-03-22 13:27:13+01:00
4.1,28,2019-03-10 07:17:22+01:00
4.1,280,2023-04-05 11:15:43+02:00
4.1,281,2023-04-20 12:04:41+02:00
4.1,282,2023-04-26 11:21:53+02:00
4.1,283,2023-05-17 11:13:28+02:00
4.1,284,2023-05-30 12:42:15+01:00
4.1,285,2023-06-09 10:24:04+02:00
4.1,286,2023-06-14 10:57:15+02:00
4.1,287,2023-06-21 15:39:59+02:00
4.1,288,2023-06-28 10:15:32+02:00
4.1,289,2023-07-24 19:11:51+02:00
4.1,29,2019-03-13 14:02:41-07:00
4.1,290,2023-08-08 19:49:19+02:00
4.1,291,2023-08-11 11:45:41+02:00
4.1,292,2023-08-16 18:13:01+02:00
4.1,293,2023-08-30 16:31:57+02:00
4.1,294,2023-09-02 09:20:23+02:00
4.1,295,2023-09-23 10:48:18+02:00
4.1,296,2023-10-10 21:45:02+02:00
4.1,297,2023-10-25 11:17:03+02:00
4.1,298,2023-11-08 11:22:22+01:00
4.1,299,2023-11-20 10:29:22+01:00
4.1,3,2018-11-21 09:19:29+01:00
4.1,30,2019-03-19 13:12:42+01:00
4.1,300,2023-11-28 16:46:37+00:00
4.1,301,2023-12-08 08:43:26+01:00
4.1,302,2023-12-13 17:42:21+01:00
4.1,303,2023-12-20 15:38:04+01:00
4.1,304,2024-01-08 11:27:37+01:00
4.1,305,2024-01-15 18:23:44+01:00
4.1,306,2024-01-25 14:33:39-08:00
4.1,307,2024-02-23 08:12:59+01:00
4.1,308,2024-03-01 13:06:11+01:00
4.1,309,2024-03-06 14:35:23+00:00
4.1,31,2019-03-23 20:10:14+01:00
4.1,310,2024-03-13 07:44:15-04:00
4.1,311,2024-03-24 14:39:39-04:00
4.1,312,2024-04-13 12:50:17+02:00
4.1,313,2024-05-02 16:17:14+02:00
4.1,314,2024-05-17 11:42:43+02:00
4.1,315,2024-05-25 16:16:20+02:00
4.1,316,2024-06-16 13:23:46+02:00
4.1,317,2024-07-05 09:00:36+02:00
4.1,318,2024-07-18 11:39:39+02:00
4.1,319,2024-07-27 10:33:44+02:00
4.1,32,2019-03-27 14:14:43+09:00
4.1,320,2024-08-19 05:32:18+02:00
4.1,33,2019-04-03 06:26:31+02:00
4.1,34,2019-04-05 22:33:17+02:00
4.1,35,2019-04-17 08:38:55+02:00
4.1,36,2019-04-20 09:16:05+02:00
4.1,37,2019-04-27 09:36:41+02:00
4.1,38,2019-05-02 09:59:01+02:00
4.1,39,2019-05-04 09:20:22+02:00
4.1,4,2018-11-23 08:17:07+01:00
4.1,40,2019-05-05 14:42:41+02:00
4.1,41,2019-05-08 07:21:55+02:00
4.1,42,2019-05-10 17:54:12+02:00
4.1,43,2019-05-14 19:18:00+02:00
4.1,44,2019-05-16 19:41:32+02:00
4.1,45,2019-05-22 07:37:46+02:00
4.1,46,2019-05-25 18:23:48+02:00
4.1,47,2019-05-31 06:46:35-07:00
4.1,48,2019-06-04 08:02:35+02:00
4.1,49,2019-06-09 09:17:25+02:00
4.1,5,2018-11-27 16:13:11+01:00
4.1,50,2019-06-11 12:20:57+02:00
4.1,51,2019-06-15 11:54:11+02:00
4.1,52,2019-06-17 19:51:57+02:00
4.1,53,2019-06-19 08:18:07+02:00
4.1,54,2019-06-22 08:15:22+02:00
4.1,55,2019-06-22 11:23:18+02:00
4.1,56,2019-06-25 11:36:02+08:00
4.1,57,2019-07-03 13:14:50+02:00
4.1,58,2019-07-10 09:53:48+02:00
4.1,59,2019-07-14 08:11:23+02:00
4.1,6,2018-12-01 09:37:35+01:00
4.1,60,2019-07-21 09:03:18+02:00
4.1,61,2019-07-26 09:14:31+02:00
4.1,62,2019-07-28 08:29:30+02:00
4.1,63,2019-07-31 07:27:12+02:00
4.1,64,2019-08-04 09:30:58+02:00
4.1,65,2019-08-06 19:06:58+02:00
4.1,66,2019-08-09 17:52:35+02:00
4.1,67,2019-08-16 10:12:54+02:00
4.1,68,2019-08-25 10:48:06+02:00
4.1,69,2019-08-29 08:29:00+02:00
4.1,7,2018-12-05 19:32:14+01:00
4.1,70,2019-09-06 10:22:24+02:00
4.1,71,2019-09-06 12:40:02+02:00
4.1,72,2019-09-10 10:33:54+01:00
4.1,73,2019-09-16 08:22:25+02:00
4.1,74,2019-09-19 09:09:41+02:00
4.1,75,2019-09-21 07:17:15+02:00
4.1,76,2019-10-01 08:26:13+02:00
4.1,77,2019-10-05 13:10:13+02:00
4.1,78,2019-10-07 18:57:29+02:00
4.1,79,2019-10-11 18:21:44+02:00
4.1,8,2018-12-08 12:59:10+01:00
4.1,80,2019-10-17 13:45:44-07:00
4.1,81,2019-10-29 09:20:09+01:00
4.1,82,2019-11-06 13:06:31+01:00
4.1,83,2019-11-10 11:27:57+01:00
4.1,84,2019-11-12 19:21:46+01:00
4.1,85,2019-11-20 18:47:54+01:00
4.1,86,2019-11-24 08:21:09+01:00
4.1,87,2019-12-01 09:17:47+01:00
4.1,88,2019-12-05 09:21:36+01:00
4.1,89,2019-12-13 08:52:59+01:00
4.1,9,2018-12-13 09:16:23+01:00
4.1,90,2019-12-17 20:36:04+01:00
4.1,91,2019-12-21 10:57:45+01:00
4.1,92,2019-12-31 16:36:37+01:00
4.1,93,2020-01-04 19:13:46+01:00
4.1,94,2020-01-09 10:19:10+01:00
4.1,95,2020-01-12 12:17:30+01:00
4.1,96,2020-01-14 20:07:09+01:00
4.1,97,2020-01-17 19:47:17+01:00
4.1,98,2020-01-23 08:21:39+01:00
4.1,99,2020-01-27 14:51:23+01:00
